Device Type,Origin Zone ID,Origin Zone Name,Origin Zone Is Pass-Through,Origin Zone Direction (degrees),Origin Zone is Bi-Direction,Destination Zone ID,Destination Zone Name,Destination Zone Is Pass-Through,Destination Zone Direction (degrees),Destination Zone is Bi-Direction,Day Type,Day Part,O-D Traffic (Trip Counts),O-D Traffic (StL Index),Origin Zone Traffic (Trip Counts),Origin Zone Traffic (StL Index),Destination Zone Traffic (Trip Counts),Destination Zone Traffic (StL Index),Avg Trip Duration (sec)
Commercial,4,Norell Ave,yes,N/A,no,6,West TH 36,yes,N/A,no,2: Average Weekend Day (Sa-Su),4: Peak PM (3pm-7pm),76,155,296,616,831,1469,201
Commercial,4,Norell Ave,yes,N/A,no,6,West TH 36,yes,N/A,no,2: Average Weekend Day (Sa-Su),5: Late PM (7pm-12am),64,151,240,556,623,1310,158
Commercial,4,Norell Ave,yes,N/A,no,7,North Manning Ave,yes,N/A,no,0: Average Day (M-Su),0: All Day (12am-12am),266,117,11899,6434,14648,6890,211
Commercial,4,Norell Ave,yes,N/A,no,7,North Manning Ave,yes,N/A,no,0: Average Day (M-Su),1: Early AM (12am-6am),3,2,923,619,496,244,205
Commercial,4,Norell Ave,yes,N/A,no,7,North Manning Ave,yes,N/A,no,0: Average Day (M-Su),2: Peak AM (6am-10am),37,16,2613,1331,4148,1951,290
Commercial,4,Norell Ave,yes,N/A,no,7,North Manning Ave,yes,N/A,no,0: Average Day (M-Su),3: Mid-Day (10am-3pm),114,50,5059,2640,5836,2761,188
Commercial,4,Norell Ave,yes,N/A,no,7,North Manning Ave,yes,N/A,no,0: Average Day (M-Su),4: Peak PM (3pm-7pm),78,34,2035,1066,3383,1529,198
Commercial,4,Norell Ave,yes,N/A,no,7,North Manning Ave,yes,N/A,no,0: Average Day (M-Su),5: Late PM (7pm-12am),34,15,1269,779,785,405,241
Commercial,4,Norell Ave,yes,N/A,no,7,North Manning Ave,yes,N/A,no,1: Average Weekday (Tu-F),0: All Day (12am-12am),180,140,8220,7662,10838,8846,210
Commercial,4,Norell Ave,yes,N/A,no,7,North Manning Ave,yes,N/A,no,1: Average Weekday (Tu-F),1: Early AM (12am-6am),3,4,577,667,354,295,205
Commercial,4,Norell Ave,yes,N/A,no,7,North Manning Ave,yes,N/A,no,1: Average Weekday (Tu-F),2: Peak AM (6am-10am),23,17,1824,1615,3081,2513,308
Commercial,4,Norell Ave,yes,N/A,no,7,North Manning Ave,yes,N/A,no,1: Average Weekday (Tu-F),3: Mid-Day (10am-3pm),86,66,3635,3286,4307,3542,184
Commercial,4,Norell Ave,yes,N/A,no,7,North Manning Ave,yes,N/A,no,1: Average Weekday (Tu-F),4: Peak PM (3pm-7pm),46,36,1342,1211,2555,2005,181
Commercial,4,Norell Ave,yes,N/A,no,7,North Manning Ave,yes,N/A,no,1: Average Weekday (Tu-F),5: Late PM (7pm-12am),22,17,842,883,541,489,271
Commercial,4,Norell Ave,yes,N/A,no,7,North Manning Ave,yes,N/A,no,2: Average Weekend Day (Sa-Su),0: All Day (12am-12am),35,55,1371,2856,1204,2171,276
Commercial,4,Norell Ave,yes,N/A,no,7,North Manning Ave,yes,N/A,no,2: Average Weekend Day (Sa-Su),2: Peak AM (6am-10am),7,11,212,404,290,534,363
Commercial,4,Norell Ave,yes,N/A,no,7,North Manning Ave,yes,N/A,no,2: Average Weekend Day (Sa-Su),3: Mid-Day (10am-3pm),6,11,447,852,468,863,273
Commercial,4,Norell Ave,yes,N/A,no,7,North Manning Ave,yes,N/A,no,2: Average Weekend Day (Sa-Su),4: Peak PM (3pm-7pm),16,25,296,616,242,396,297
Commercial,4,Norell Ave,yes,N/A,no,7,North Manning Ave,yes,N/A,no,2: Average Weekend Day (Sa-Su),5: Late PM (7pm-12am),6,9,240,556,138,248,138
Commercial,4,Norell Ave,yes,N/A,no,8,South Manning Ave,yes,N/A,no,0: Average Day (M-Su),0: All Day (12am-12am),5,2,11899,6434,292,135,397
Commercial,4,Norell Ave,yes,N/A,no,8,South Manning Ave,yes,N/A,no,0: Average Day (M-Su),3: Mid-Day (10am-3pm),4,2,5059,2640,145,67,434
Commercial,4,Norell Ave,yes,N/A,no,8,South Manning Ave,yes,N/A,no,0: Average Day (M-Su),4: Peak PM (3pm-7pm),1,0,2035,1066,65,30,251
Commercial,4,Norell Ave,yes,N/A,no,8,South Manning Ave,yes,N/A,no,1: Average Weekday (Tu-F),0: All Day (12am-12am),4,3,8220,7662,234,191,347
Commercial,4,Norell Ave,yes,N/A,no,8,South Manning Ave,yes,N/A,no,1: Average Weekday (Tu-F),3: Mid-Day (10am-3pm),3,3,3635,3286,113,92,379
Commercial,4,Norell Ave,yes,N/A,no,8,South Manning Ave,yes,N/A,no,1: Average Weekday (Tu-F),4: Peak PM (3pm-7pm),1,1,1342,1211,54,44,251
Commercial,4,Norell Ave,yes,N/A,no,9,East TH 36,yes,N/A,no,0: Average Day (M-Su),0: All Day (12am-12am),1893,1088,11899,6434,35200,17106,130
Commercial,4,Norell Ave,yes,N/A,no,9,East TH 36,yes,N/A,no,0: Average Day (M-Su),1: Early AM (12am-6am),154,107,923,619,2350,1197,75
Commercial,4,Norell Ave,yes,N/A,no,9,East TH 36,yes,N/A,no,0: Average Day (M-Su),2: Peak AM (6am-10am),401,216,2613,1331,11082,5218,122
Commercial,4,Norell Ave,yes,N/A,no,9,East TH 36,yes,N/A,no,0: Average Day (M-Su),3: Mid-Day (10am-3pm),741,415,5059,2640,13233,6428,151
Commercial,4,Norell Ave,yes,N/A,no,9,East TH 36,yes,N/A,no,0: Average Day (M-Su),4: Peak PM (3pm-7pm),335,179,2035,1066,6637,3182,140
Commercial,4,Norell Ave,yes,N/A,no,9,East TH 36,yes,N/A,no,0: Average Day (M-Su),5: Late PM (7pm-12am),262,170,1269,779,1898,1082,100
Commercial,4,Norell Ave,yes,N/A,no,9,East TH 36,yes,N/A,no,1: Average Weekday (Tu-F),0: All Day (12am-12am),1343,1336,8220,7662,26807,22673,133
Commercial,4,Norell Ave,yes,N/A,no,9,East TH 36,yes,N/A,no,1: Average Weekday (Tu-F),1: Early AM (12am-6am),101,123,577,667,1734,1527,73
Commercial,4,Norell Ave,yes,N/A,no,9,East TH 36,yes,N/A,no,1: Average Weekday (Tu-F),2: Peak AM (6am-10am),292,278,1824,1615,8489,6960,119
Commercial,4,Norell Ave,yes,N/A,no,9,East TH 36,yes,N/A,no,1: Average Weekday (Tu-F),3: Mid-Day (10am-3pm),561,545,3635,3286,10226,8673,159
Commercial,4,Norell Ave,yes,N/A,no,9,East TH 36,yes,N/A,no,1: Average Weekday (Tu-F),4: Peak PM (3pm-7pm),224,207,1342,1211,5016,4189,137
Commercial,4,Norell Ave,yes,N/A,no,9,East TH 36,yes,N/A,no,1: Average Weekday (Tu-F),5: Late PM (7pm-12am),165,184,842,883,1342,1325,104
Commercial,4,Norell Ave,yes,N/A,no,9,East TH 36,yes,N/A,no,2: Average Weekend Day (Sa-Su),0: All Day (12am-12am),210,474,1371,2856,2275,4115,109
Commercial,4,Norell Ave,yes,N/A,no,9,East TH 36,yes,N/A,no,2: Average Weekend Day (Sa-Su),1: Early AM (12am-6am),31,77,176,428,215,445,79
Commercial,4,Norell Ave,yes,N/A,no,9,East TH 36,yes,N/A,no,2: Average Weekend Day (Sa-Su),2: Peak AM (6am-10am),20,42,212,404,583,984,196
Commercial,4,Norell Ave,yes,N/A,no,9,East TH 36,yes,N/A,no,2: Average Weekend Day (Sa-Su),3: Mid-Day (10am-3pm),57,122,447,852,675,1208,115
Commercial,4,Norell Ave,yes,N/A,no,9,East TH 36,yes,N/A,no,2: Average Weekend Day (Sa-Su),4: Peak PM (3pm-7pm),48,106,296,616,522,922,114
Commercial,4,Norell Ave,yes,N/A,no,9,East TH 36,yes,N/A,no,2: Average Weekend Day (Sa-Su),5: Late PM (7pm-12am),54,127,240,556,280,556,88
Commercial,4,Norell Ave,yes,N/A,no,10,Crestview Blvd E,yes,N/A,no,0: Average Day (M-Su),0: All Day (12am-12am),68,30,11899,6434,5116,2539,316
Commercial,4,Norell Ave,yes,N/A,no,10,Crestview Blvd E,yes,N/A,no,0: Average Day (M-Su),2: Peak AM (6am-10am),11,5,2613,1331,1476,766,264
Commercial,4,Norell Ave,yes,N/A,no,10,Crestview Blvd E,yes,N/A,no,0: Average Day (M-Su),3: Mid-Day (10am-3pm),40,18,5059,2640,2410,1123,327
Commercial,4,Norell Ave,yes,N/A,no,10,Crestview Blvd E,yes,N/A,no,0: Average Day (M-Su),4: Peak PM (3pm-7pm),11,5,2035,1066,661,314,411
Commercial,4,Norell Ave,yes,N/A,no,10,Crestview Blvd E,yes,N/A,no,0: Average Day (M-Su),5: Late PM (7pm-12am),6,3,1269,779,342,206,136
Commercial,4,Norell Ave,yes,N/A,no,10,Crestview Blvd E,yes,N/A,no,1: Average Weekday (Tu-F),0: All Day (12am-12am),50,39,8220,7662,3832,3279,318
Commercial,4,Norell Ave,yes,N/A,no,10,Crestview Blvd E,yes,N/A,no,1: Average Weekday (Tu-F),2: Peak AM (6am-10am),7,5,1824,1615,1131,1017,386
Commercial,4,Norell Ave,yes,N/A,no,10,Crestview Blvd E,yes,N/A,no,1: Average Weekday (Tu-F),3: Mid-Day (10am-3pm),32,25,3635,3286,1842,1498,352
Commercial,4,Norell Ave,yes,N/A,no,10,Crestview Blvd E,yes,N/A,no,1: Average Weekday (Tu-F),4: Peak PM (3pm-7pm),6,4,1342,1211,495,403,209
Commercial,4,Norell Ave,yes,N/A,no,10,Crestview Blvd E,yes,N/A,no,1: Average Weekday (Tu-F),5: Late PM (7pm-12am),5,4,842,883,191,196,146
Commercial,4,Norell Ave,yes,N/A,no,10,Crestview Blvd E,yes,N/A,no,2: Average Weekend Day (Sa-Su),0: All Day (12am-12am),4,6,1371,2856,419,826,455
Commercial,4,Norell Ave,yes,N/A,no,10,Crestview Blvd E,yes,N/A,no,2: Average Weekend Day (Sa-Su),3: Mid-Day (10am-3pm),1,1,447,852,137,227,109
Commercial,4,Norell Ave,yes,N/A,no,10,Crestview Blvd E,yes,N/A,no,2: Average Weekend Day (Sa-Su),4: Peak PM (3pm-7pm),3,4,296,616,62,116,628
Commercial,4,Norell Ave,yes,N/A,no,11,Oak Green Ave South,yes,N/A,no,0: Average Day (M-Su),0: All Day (12am-12am),120,61,11899,6434,1957,929,430
Commercial,4,Norell Ave,yes,N/A,no,11,Oak Green Ave South,yes,N/A,no,0: Average Day (M-Su),1: Early AM (12am-6am),1,1,923,619,49,32,103
Commercial,4,Norell Ave,yes,N/A,no,11,Oak Green Ave South,yes,N/A,no,0: Average Day (M-Su),2: Peak AM (6am-10am),30,15,2613,1331,508,231,366
Commercial,4,Norell Ave,yes,N/A,no,11,Oak Green Ave South,yes,N/A,no,0: Average Day (M-Su),3: Mid-Day (10am-3pm),63,33,5059,2640,924,439,531
Commercial,4,Norell Ave,yes,N/A,no,11,Oak Green Ave South,yes,N/A,no,0: Average Day (M-Su),4: Peak PM (3pm-7pm),21,10,2035,1066,364,171,294
Commercial,4,Norell Ave,yes,N/A,no,11,Oak Green Ave South,yes,N/A,no,0: Average Day (M-Su),5: Late PM (7pm-12am),5,3,1269,779,112,55,227
Commercial,4,Norell Ave,yes,N/A,no,11,Oak Green Ave South,yes,N/A,no,1: Average Weekday (Tu-F),0: All Day (12am-12am),94,84,8220,7662,1474,1209,445
Commercial,4,Norell Ave,yes,N/A,no,11,Oak Green Ave South,yes,N/A,no,1: Average Weekday (Tu-F),1: Early AM (12am-6am),1,1,577,667,36,40,103
Commercial,4,Norell Ave,yes,N/A,no,11,Oak Green Ave South,yes,N/A,no,1: Average Weekday (Tu-F),2: Peak AM (6am-10am),21,18,1824,1615,364,287,393
Commercial,4,Norell Ave,yes,N/A,no,11,Oak Green Ave South,yes,N/A,no,1: Average Weekday (Tu-F),3: Mid-Day (10am-3pm),51,46,3635,3286,719,592,545
Commercial,4,Norell Ave,yes,N/A,no,11,Oak Green Ave South,yes,N/A,no,1: Average Weekday (Tu-F),4: Peak PM (3pm-7pm),16,14,1342,1211,274,224,310
Commercial,4,Norell Ave,yes,N/A,no,11,Oak Green Ave South,yes,N/A,no,1: Average Weekday (Tu-F),5: Late PM (7pm-12am),5,5,842,883,81,65,227
Commercial,4,Norell Ave,yes,N/A,no,11,Oak Green Ave South,yes,N/A,no,2: Average Weekend Day (Sa-Su),0: All Day (12am-12am),7,11,1371,2856,155,264,267
Commercial,4,Norell Ave,yes,N/A,no,11,Oak Green Ave South,yes,N/A,no,2: Average Weekend Day (Sa-Su),2: Peak AM (6am-10am),1,1,212,404,54,86,525
Commercial,4,Norell Ave,yes,N/A,no,11,Oak Green Ave South,yes,N/A,no,2: Average Weekend Day (Sa-Su),3: Mid-Day (10am-3pm),3,5,447,852,54,88,211
Commercial,4,Norell Ave,yes,N/A,no,11,Oak Green Ave South,yes,N/A,no,2: Average Weekend Day (Sa-Su),4: Peak PM (3pm-7pm),3,4,296,616,30,52,238
Commercial,4,Norell Ave,yes,N/A,no,12,Stillwater Motors,yes,N/A,no,0: Average Day (M-Su),0: All Day (12am-12am),2,1,11899,6434,197,98,413
Commercial,4,Norell Ave,yes,N/A,no,12,Stillwater Motors,yes,N/A,no,0: Average Day (M-Su),2: Peak AM (6am-10am),2,1,2613,1331,56,28,413
Commercial,4,Norell Ave,yes,N/A,no,12,Stillwater Motors,yes,N/A,no,1: Average Weekday (Tu-F),0: All Day (12am-12am),2,1,8220,7662,157,136,413
Commercial,4,Norell Ave,yes,N/A,no,12,Stillwater Motors,yes,N/A,no,1: Average Weekday (Tu-F),2: Peak AM (6am-10am),2,1,1824,1615,45,38,413
Commercial,4,Norell Ave,yes,N/A,no,13,58th St West,yes,N/A,no,0: Average Day (M-Su),0: All Day (12am-12am),49,22,11899,6434,1718,872,450
Commercial,4,Norell Ave,yes,N/A,no,13,58th St West,yes,N/A,no,0: Average Day (M-Su),2: Peak AM (6am-10am),21,10,2613,1331,542,274,509
Commercial,4,Norell Ave,yes,N/A,no,13,58th St West,yes,N/A,no,0: Average Day (M-Su),3: Mid-Day (10am-3pm),22,10,5059,2640,852,430,391
Commercial,4,Norell Ave,yes,N/A,no,13,58th St West,yes,N/A,no,0: Average Day (M-Su),4: Peak PM (3pm-7pm),6,3,2035,1066,257,129,463
Commercial,4,Norell Ave,yes,N/A,no,13,58th St West,yes,N/A,no,1: Average Weekday (Tu-F),0: All Day (12am-12am),39,31,8220,7662,1367,1211,423
Commercial,4,Norell Ave,yes,N/A,no,13,58th St West,yes,N/A,no,1: Average Weekday (Tu-F),2: Peak AM (6am-10am),18,15,1824,1615,445,384,502
Commercial,4,Norell Ave,yes,N/A,no,13,58th St West,yes,N/A,no,1: Average Weekday (Tu-F),3: Mid-Day (10am-3pm),16,13,3635,3286,686,610,326
Commercial,4,Norell Ave,yes,N/A,no,13,58th St West,yes,N/A,no,1: Average Weekday (Tu-F),4: Peak PM (3pm-7pm),5,4,1342,1211,197,177,422
Commercial,4,Norell Ave,yes,N/A,no,13,58th St West,yes,N/A,no,2: Average Weekend Day (Sa-Su),0: All Day (12am-12am),2,4,1371,2856,77,152,479
Commercial,4,Norell Ave,yes,N/A,no,13,58th St West,yes,N/A,no,2: Average Weekend Day (Sa-Su),2: Peak AM (6am-10am),1,2,212,404,37,74,N/A
Commercial,4,Norell Ave,yes,N/A,no,13,58th St West,yes,N/A,no,2: Average Weekend Day (Sa-Su),3: Mid-Day (10am-3pm),1,1,447,852,23,40,479
Commercial,4,Norell Ave,yes,N/A,no,14,Greeley St,yes,N/A,no,0: Average Day (M-Su),0: All Day (12am-12am),308,139,11899,6434,6402,2997,251
Commercial,4,Norell Ave,yes,N/A,no,14,Greeley St,yes,N/A,no,0: Average Day (M-Su),1: Early AM (12am-6am),3,2,923,619,98,46,154
Commercial,4,Norell Ave,yes,N/A,no,14,Greeley St,yes,N/A,no,0: Average Day (M-Su),2: Peak AM (6am-10am),70,30,2613,1331,1572,713,261
Commercial,4,Norell Ave,yes,N/A,no,14,Greeley St,yes,N/A,no,0: Average Day (M-Su),3: Mid-Day (10am-3pm),170,79,5059,2640,3366,1577,258
Commercial,4,Norell Ave,yes,N/A,no,14,Greeley St,yes,N/A,no,0: Average Day (M-Su),4: Peak PM (3pm-7pm),49,21,2035,1066,1011,465,227
Commercial,4,Norell Ave,yes,N/A,no,14,Greeley St,yes,N/A,no,0: Average Day (M-Su),5: Late PM (7pm-12am),16,7,1269,779,355,197,223
Commercial,4,Norell Ave,yes,N/A,no,14,Greeley St,yes,N/A,no,1: Average Weekday (Tu-F),0: All Day (12am-12am),230,181,8220,7662,4971,4065,256
Commercial,4,Norell Ave,yes,N/A,no,14,Greeley St,yes,N/A,no,1: Average Weekday (Tu-F),1: Early AM (12am-6am),2,2,577,667,74,60,117
Commercial,4,Norell Ave,yes,N/A,no,14,Greeley St,yes,N/A,no,1: Average Weekday (Tu-F),2: Peak AM (6am-10am),48,36,1824,1615,1187,938,234
Commercial,4,Norell Ave,yes,N/A,no,14,Greeley St,yes,N/A,no,1: Average Weekday (Tu-F),3: Mid-Day (10am-3pm),137,111,3635,3286,2675,2185,273
Commercial,4,Norell Ave,yes,N/A,no,14,Greeley St,yes,N/A,no,1: Average Weekday (Tu-F),4: Peak PM (3pm-7pm),32,25,1342,1211,771,624,225
Commercial,4,Norell Ave,yes,N/A,no,14,Greeley St,yes,N/A,no,1: Average Weekday (Tu-F),5: Late PM (7pm-12am),11,8,842,883,264,258,233
Commercial,4,Norell Ave,yes,N/A,no,14,Greeley St,yes,N/A,no,2: Average Weekend Day (Sa-Su),0: All Day (12am-12am),19,28,1371,2856,281,429,212
Commercial,4,Norell Ave,yes,N/A,no,14,Greeley St,yes,N/A,no,2: Average Weekend Day (Sa-Su),2: Peak AM (6am-10am),7,10,212,404,86,129,306
Commercial,4,Norell Ave,yes,N/A,no,14,Greeley St,yes,N/A,no,2: Average Weekend Day (Sa-Su),3: Mid-Day (10am-3pm),7,10,447,852,100,150,181
Commercial,4,Norell Ave,yes,N/A,no,14,Greeley St,yes,N/A,no,2: Average Weekend Day (Sa-Su),4: Peak PM (3pm-7pm),4,6,296,616,70,107,148
Commercial,4,Norell Ave,yes,N/A,no,14,Greeley St,yes,N/A,no,2: Average Weekend Day (Sa-Su),5: Late PM (7pm-12am),1,1,240,556,19,30,119
Commercial,4,Norell Ave,yes,N/A,no,15,Washington Ave,yes,N/A,no,0: Average Day (M-Su),0: All Day (12am-12am),773,369,11899,6434,8428,4289,22
Commercial,4,Norell Ave,yes,N/A,no,15,Washington Ave,yes,N/A,no,0: Average Day (M-Su),1: Early AM (12am-6am),11,7,923,619,368,227,14
Commercial,4,Norell Ave,yes,N/A,no,15,Washington Ave,yes,N/A,no,0: Average Day (M-Su),2: Peak AM (6am-10am),185,88,2613,1331,2446,1252,25
Commercial,4,Norell Ave,yes,N/A,no,15,Washington Ave,yes,N/A,no,0: Average Day (M-Su),3: Mid-Day (10am-3pm),439,212,5059,2640,3634,1795,21
Commercial,4,Norell Ave,yes,N/A,no,15,Washington Ave,yes,N/A,no,0: Average Day (M-Su),4: Peak PM (3pm-7pm),102,44,2035,1066,1239,599,24
Commercial,4,Norell Ave,yes,N/A,no,15,Washington Ave,yes,N/A,no,0: Average Day (M-Su),5: Late PM (7pm-12am),36,17,1269,779,741,416,16
Commercial,4,Norell Ave,yes,N/A,no,15,Washington Ave,yes,N/A,no,1: Average Weekday (Tu-F),0: All Day (12am-12am),578,481,8220,7662,6170,5431,21
Commercial,4,Norell Ave,yes,N/A,no,15,Washington Ave,yes,N/A,no,1: Average Weekday (Tu-F),1: Early AM (12am-6am),7,8,577,667,254,266,16
Commercial,4,Norell Ave,yes,N/A,no,15,Washington Ave,yes,N/A,no,1: Average Weekday (Tu-F),2: Peak AM (6am-10am),130,108,1824,1615,1719,1524,25
Commercial,4,Norell Ave,yes,N/A,no,15,Washington Ave,yes,N/A,no,1: Average Weekday (Tu-F),3: Mid-Day (10am-3pm),340,288,3635,3286,2812,2431,20
Commercial,4,Norell Ave,yes,N/A,no,15,Washington Ave,yes,N/A,no,1: Average Weekday (Tu-F),4: Peak PM (3pm-7pm),77,59,1342,1211,910,760,25
Commercial,4,Norell Ave,yes,N/A,no,15,Washington Ave,yes,N/A,no,1: Average Weekday (Tu-F),5: Late PM (7pm-12am),24,19,842,883,475,450,20
Commercial,4,Norell Ave,yes,N/A,no,15,Washington Ave,yes,N/A,no,2: Average Weekend Day (Sa-Su),0: All Day (12am-12am),42,70,1371,2856,840,1637,24
Commercial,4,Norell Ave,yes,N/A,no,15,Washington Ave,yes,N/A,no,2: Average Weekend Day (Sa-Su),1: Early AM (12am-6am),1,2,176,428,70,164,34
Commercial,4,Norell Ave,yes,N/A,no,15,Washington Ave,yes,N/A,no,2: Average Weekend Day (Sa-Su),2: Peak AM (6am-10am),11,18,212,404,312,588,31
Commercial,4,Norell Ave,yes,N/A,no,15,Washington Ave,yes,N/A,no,2: Average Weekend Day (Sa-Su),3: Mid-Day (10am-3pm),21,36,447,852,201,359,24
Commercial,4,Norell Ave,yes,N/A,no,15,Washington Ave,yes,N/A,no,2: Average Weekend Day (Sa-Su),4: Peak PM (3pm-7pm),7,10,296,616,109,194,12
